Zpid,BuildingType,CalendarYear built,HeatingHeating,SnowflakeCooling,ParkingParking,HOAHOA,Price Square FeetPrice/sqft,Bedrooms,Bathrooms,Full bathrooms,Features,Flooring,Heating features,Cooling features,Laundry features,Interior features,Total structure area,Total interior livable area,Total number of fireplaces,Fireplace features,Total spaces,Parking features,Garage spaces,Covered spaces,Levels,Stories,Pool features,Exterior features,Lot features,Special conditions,Home type,Architectural style,Property subType,Construction materials,Roof,Property condition,New construction,Year built,Electric information,Water information,Region,Subdivision,HOA fee,Amenities included,Services included,Association name,Association phone,Price Range,Listing Terms,Appliances included,Patio and porch details,Sewer information,Security features,Window features,Accessibility features,View description,Builder name,Entry location
251006640,CONDO,2018,Forced air,Central,Garage - Attached,$331 monthly,$798,2,2,1,," Tile, Carpet, Laminate",Forced air,Central,,,," 1,065 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,,Tile,,No,2018,,,Milpitas,,,,,,,,,,,,,,,,,
122249280,CONDO,2014,"Forced air, Gas",Central,Garage - Attached,$250 monthly,$801,3,3,3,," Tile, Carpet, Hardwood"," Forced air, Gas",Central," Upper Floor, Washer / Dryer, Inside",,," 1,370 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,,Composition,,No,2014,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer",,,,,,,,
82953063,CONDO,2007,"Forced air, Gas",Central,2 Parking spaces,$450 monthly,$635,2,2,2,,Carpet," Forced air, Gas",Central,,,," 1,259 sqft",,,2," None, ",,,,,,Stucco,,,Condo,,,wood frame,Tile,,No,2007,,,Milpitas,,,,,,,,," Microwave, Refrigerator",,," Security Building, Secured Garage / Parking",,,City,,
19473351,CONDO,1992,"Forced air, Gas",Central,Garage - Attached,$310 monthly,$746,2,2,2,," Carpet, Linoleum / Vinyl"," Forced air, Gas",Central," Washer / Dryer, Inside",,,924 sqft,,,,Garage - Attached,,,,,,,,,Condo,,,wood frame,Clay,,No,1992,,,Milpitas,,,,,,,,," Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
79844142,CONDO,2007,"Forced air, Electric, Gas",Wall,1 Parking space,$427 monthly,$587,1,1,1,," Tile, Laminate"," Forced air, Electric, Gas",Wall," Community Facility, Washer / Dryer, Outside",,,676 sqft,,,1," On-street, ",,,,,,,,,Condo,,,wood frame,Composition,,No,2007,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
122247592,TOWNHOUSE,2013,"Forced air, Electric, Gas",Central,Garage - Attached,$274 monthly,$678,3,3,3,," Tile, Carpet, Hardwood"," Forced air, Electric, Gas",Central," Upper Floor, Washer / Dryer, Inside",,," 1,622 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,wood frame,Composition,,No,2013,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
299484735,TOWNHOUSE,2018,Forced air,Central,2 Parking spaces,$296 monthly,$629,4,4,3,," Carpet, Hardwood",Forced air,Central," Upper Floor, Washer / Dryer",,," 2,105 sqft",,,2," Garage - Attached, ",,,,,,,,,Townhouse,,,,Composition,,No,2018,,,Milpitas,,,,,,,,," Dryer, Washer",,,,,,,,
19477038,Detached,1989,Forced Air,Central Air,2 Attached Garage spaces,,$797,4,3,3," 220 Volt Outlet, Breakfast Bar, Counter - Stone, Dishwasher, Gas Range/Cooktop, Grill Built-in, Microwave, Oven Built-in, Self-Cleaning Oven, Updated Kitchen"," Hardwood, Hardwood Flrs Throughout",Forced Air,Central Air," 220 Volt Outlet, Dryer, Gas Dryer Hookup, Laundry Room"," Breakfast Bar, Stone Counters, Updated Kitchen, Family Room, No Additional Rooms"," 1,996"," 1,996 sqft",0,None,2," Garage Door Opener, Attached",2,2,Two Story,2,None," Back Yard, Side Yard, Sprinklers Automatic"," Court, Regular",Standard,SingleFamily,Contemporary,Detached," Stone, Wood Siding",Tile,Existing,No,1989," No Solar, 220 Volts in Kitchen",,Milpitas,MILPITAS,,,,,,$1.6M - $1.6M," Cash,Conventional"," Dryer, Water Filter System, Gas Water Heater, Water Softener, Dishwasher, Gas Range, Grill Built-in, Microwave, Oven, Self Cleaning Oven",Covered,Public Sewer,," Double Pane Windows, Window Coverings",,Mountain(s),,
112095175,TOWNHOUSE,2010,Forced air,Central,Garage - Attached,$325 monthly,$741,3,3,2,," Tile, Carpet",Forced air,Central,Washer / Dryer,,," 1,253 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,wood frame,Other,,No,2010,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer",,,,,,,,
19479404,SINGLE_FAMILY,1970,Forced air,No Data,2 Covered Parking spaces,$29 monthly,$790,3,2,2,," Tile, Carpet, Laminate",Forced air,,In Garage,,," 1,550 sqft",,Living Room,2," Garage - Attached, ",,2,,,," Stucco, Wood, Brick"," Court, Low Maintenance",Standard,SingleFamily,Contemporary,,wood frame,Composition,,No,1970,,Public,Milpitas,,,Other," Maintenance Grounds, Common Areas",,,,," Dishwasher, Garbage disposal, Range / Oven",,Public Sewer,,,,,,
295034899,TOWNHOUSE,2018,"Forced air, Electric",Central,2 Parking spaces,$294 monthly,$676,2,2,2,," Tile, Carpet, Laminate"," Forced air, Electric",Central,Washer / Dryer,,," 1,449 sqft",,,2," Garage - Attached, ",,,,,,Stucco,,,Townhouse,,,,Other,,No,2018,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer",,,,,,Mountain,,
121042222,SINGLE_FAMILY,2013,"Forced air, Gas",Central,"Garage - Attached, On-street",$170 monthly,$651,4,3,2,,," Forced air, Gas",Central," Upper Floor, In Utility Room",,," 2,295 sqft",,,," Garage - Attached, On-street",,,,,,,,,SingleFamily,,,wood frame,Tile,,No,2013,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Microwave, Refrigerator",,,,,,,,
2069553236,SingleFamily,2021,No Data,No Data,2 Parking spaces,,$785,4,4,3,,,,,,,," 2,929 sqft",,,2," Garage - Attached, ",,,,,,,,,SingleFamily,,,,,,Yes,,,,Milpitas,,,,,,,,,,,,,,,,Robson Homes,
112092415,TOWNHOUSE,2010,"Forced air, Electric, Gas",Central,Garage - Attached,$325 monthly,$709,3,3,3,,," Forced air, Electric, Gas",Central," Dryer, Washer, Inside",,," 1,253 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,wood frame,Shingle,,No,2010,,,Milpitas,,,,,,,,," Dryer, Washer",,,,,,,,
19480170,CONDO,1971,Forced air,Central,Garage - Attached,$411 monthly,$780,2,1,1,," Carpet, Laminate",Forced air,Central," Coin Operated, Community Facility",,,882 sqft,,,,Garage - Attached,,,,,,Stucco,,,Condo,,,wood frame,Composition,,No,1971,,,Milpitas,,,,,,,,," Garbage disposal, Microwave, Refrigerator",,,Security Alarm,,,,,
19483879,Townhouse,1991,"Forced Air, Natural Gas",Central Air,2 Attached Garage spaces,$287 monthly,$753,3,3,2," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Microwave, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Hardwood, Tile"," Forced Air, Natural Gas",Central Air," Dryer, In Garage, Washer"," Stone Counters, Updated Kitchen, No Additional Rooms"," 1,990"," 1,990 sqft",2," Gas, Living Room, Wood Burning, Gas Piped",2," Garage Door Opener, Attached, Garage, Guest, Garage Faces Front, Side By Side",2,2,Two Story,2," Community, In Ground, Spa, Fenced"," Back Yard, Unit Faces Common Area",Corner Lot,Standard,Townhouse,Contemporary,Townhouse,Stucco,Tile,Existing,No,1991,No Solar,Public,Milpitas,HILLCREST,$287 monthly," Greenbelt, Pool, Guest Parking"," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee",NOT LISTED,925-660-4767,$1.5M - $1.5M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Free-Standing Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
19475554,SINGLE_FAMILY,1972,"Forced air, Gas",No Data,Garage - Attached,,$911,3,2,2,," Tile, Laminate"," Forced air, Gas",," In Utility Room, Electricity Hookup (220V)",,," 1,536 sqft",,,,Garage - Attached,,,,,,,,,SingleFamily,,,wood frame,Composition,,No,1972,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Microwave, Refrigerator",,,,,,,,
19477900,TOWNHOUSE,1972,Forced air,None,Garage - Detached,$400 monthly,$535,3,2,1,,Hardwood,Forced air,None,,,," 1,122 sqft",,,,Garage - Detached,,,,,,,,,Townhouse,,,wood frame,Composition,,No,1972,,,Milpitas,,,,,,,,," Dishwasher, Microwave, Range / Oven, Refrigerator",,,,,,,,
2069553234,SingleFamily,2021,No Data,No Data,Garage - Attached,,$789,4,3,3,,,,,,,," 2,773 sqft",,,,Garage - Attached,,,,,,,,,SingleFamily,,,,,,Yes,,,,Milpitas,,,,,,,,,,,,,,,,Robson Homes,
19471846,Single Family Residence,1977,No Data,No Data,2 Attached Garage spaces,,$814,3,2,2," Ground Floor, Walk-In Closet"," Carpet, Linoleum, Tile",,,Hookups Only," Cathedral Ceiling(s), Formal Entry, Wet Bar"," 1,475"," 1,475 sqft",1," Brick, Family Room, Wood Burning",2," Attached, Covered, Garage Door Opener, Interior Access, Side By Side, Side by Side, On Site (Single Family Only), Driveway",,,,1,None,,,Offer As Is,SingleFamily,Traditional,Single Family Residence,,,,,1977,,Public,Milpitas,,,,,,,$1.2M - $1.2M,," Dishwasher, Free-Standing Electric Range",Uncovered Deck,Public Sewer,,,,,,
300481183,TOWNHOUSE,2018,Other,No Data,Garage - Attached,$407 monthly,$638,3,4,3,," Tile, Carpet, Hardwood",Other,," Upper Floor, Washer / Dryer, Inside",,," 2,035 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,,Composition,,No,2018,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
243211488,SINGLE_FAMILY,2017,"Forced air, Gas",Central,Garage - Attached,$195 monthly,$688,3,4,3,," Carpet, Hardwood"," Forced air, Gas",Central," Washer / Dryer, Inside",,," 1,726 sqft",,,,Garage - Attached,,,,,,,,,SingleFamily,,,,Composition,,No,2017,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",,,,,,,,
112090095,CONDO,2010,Forced air,Central,Garage - Attached,$325 monthly,$734,3,2,2,," Tile, Carpet",Forced air,Central,Inside,,," 1,359 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,wood frame,Tile,,No,2010,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Refrigerator",,,,,,,,
2069375441,MANUFACTURED,1971,"Forced air, Electric, Gas",Central,Carport,,$294,3,3,2,,," Forced air, Electric, Gas",Central,,,,901 sqft,,,,Carport,,,,,,,,,MobileManufactured,,,,Other,,No,1971,,,Milpitas,,,,,,,,,,,,,,,,,
300028992,Condominium,2018,Forced Air,Central Air,2 Attached Garage spaces,$385 monthly,$545,3,3,2," Counter - Solid Surface, Eat In Kitchen, Island"," Tile, Carpet",Forced Air,Central Air,In Unit," Counter - Solid Surface, Eat-in Kitchen, Kitchen Island, No Additional Rooms"," 1,997"," 1,997 sqft",0,None,2," Garage Door Opener, Attached",2,2,Three or More Stories,3,None,Other,Other,Standard,Condo,Contemporary,Condominium,Stucco,Tile,Existing,No,2018,No Solar,Public,Milpitas,MILPITAS,$385 monthly," Greenbelt, Other"," Common Area Maint, Exterior Maintenance, Management Fee, Reserves, Trash",CALL LISTING AGENT,855-403-3852,$1.1M - $1.1M," Cash,Conventional",Tankless Water Heater,,," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
82963092,CONDO,2007,"Forced air, Gas",Central,Garage - Attached,$473 monthly,$807,1,1,1,," Carpet, Hardwood"," Forced air, Gas",Central,,,,768 sqft,,,,Garage - Attached,,,,,,,,,Condo,,,wood frame,Other,,No,2007,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
19480272,CONDO,1971,"Forced air, Electric, Gas",None,Garage - Detached,$411 monthly,$736,2,1,1,,Laminate," Forced air, Electric, Gas",None," Coin Operated, Community Facility",,,882 sqft,,,,Garage - Detached,,,,,,Stucco,,,Condo,,,wood frame,Composition,,No,1971,,,Milpitas,,,,,,,,,Range / Oven,,,,,,,,
19472127,CONDO,1979,"Wall, Electric",None,"Carport, Off-street, Garage",$607 monthly,$595,2,2,2,," Concrete, Laminate, Linoleum / Vinyl"," Wall, Electric",None," Washer / Dryer, Inside",,," 1,174 sqft",,,," Carport, Off-street, Garage",,,,,,Stucco,,,Condo,,,wood frame,Composition,,No,1979,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer",,,,,,Mountain,,
79844880,CONDO,2007,"Other, Electric",Wall,Carport,$427 monthly,$577,1,1,1,," Tile, Laminate"," Other, Electric",Wall," Coin Operated, Community Facility",,,676 sqft,,,,Carport,,,,,,,,,Condo,,,wood frame,Composition,,No,2007,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Range / Oven",,,,,,,,
300482139,CONDO,2019,Forced air,Central,"Garage - Attached, On-street",$618 monthly,$654,3,3,2,," Tile, Carpet",Forced air,Central,Washer / Dryer,,," 1,530 sqft",,,," Garage - Attached, On-street",,,,,,,,,Condo,,,,Other,,No,2019,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,," Security Service, Security Building, Security Guard, Secured Garage / Parking",,,City,,
82950261,CONDO,2007,Forced air,Central,Garage - Attached,$332 monthly,$692,2,2,2,," Tile, Hardwood, Laminate",Forced air,Central," Washer / Dryer, Inside",,," 1,300 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,wood frame,Tile,,No,2007,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Refrigerator, Washer",,,,,,,,
153131226,MULTI_FAMILY,1963,"Forced air, Gas",None,"Carport, On-street",,$602,,0,,," Carpet, Laminate"," Forced air, Gas",None,Coin Operated,,," 2,992 sqft",,,," Carport, On-street",,,,,,,,,MultiFamily,,,,Composition,,No,1963,,,Milpitas,,,,,,,,,,,,,,,,,
19472889,SINGLE_FAMILY,1960,"Other, Gas",No Data,Garage - Attached,,$863,4,3,3,," Tile, Hardwood, Laminate"," Other, Gas",," In Garage, Washer / Dryer",,," 1,605 sqft",,,,Garage - Attached,,,,,," Shingle, Stucco",,,SingleFamily,,,wood frame,Shake / Shingle,,No,1960,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",,,,,,Mountain,,
19471981,CONDO,1979,"Baseboard, Gas",None,"On-street, Garage",$560 monthly,$805,2,1,1,,Carpet," Baseboard, Gas",None,,,,863 sqft,,,," On-street, Garage",,,,,,Stucco,,,Condo,,,wood frame,Composition,,No,1979,,,Milpitas,,,,,,,,," Dishwasher, Microwave, Range / Oven",,,,,,Mountain,,
19479929,SINGLE_FAMILY,1965,Forced air,Central,Garage - Attached,$29 monthly,$827,5,3,2,," Tile, Carpet, Laminate",Forced air,Central,In Garage,,," 1,692 sqft",,,,Garage - Attached,,,,,,,,,SingleFamily,,,wood frame,Tile,,No,1965,,,Milpitas,,,,,,,,," Dishwasher, Microwave, Range / Oven, Refrigerator",,,,,,Mountain,,
153118188,MANUFACTURED,2020,No Data,No Data,No Data,,$360,2,2,2,," Laminate, Linoleum / Vinyl",,,,,," 1,026 sqft",,,,,,,,,,,,,MobileManufactured,,,,,,No,2020,Amps(0),,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Microwave, Range / Oven",,,,,,,,
19472501,SINGLE_FAMILY,1991,Forced air,Central,Garage - Attached,,$869,4,3,3,,,Forced air,Central,,,," 1,886 sqft",,,,Garage - Attached,,,,,,Stucco,,,SingleFamily,,,wood frame,Tile,,No,1991,,,Milpitas,,,,,,,,,,,,,,,,,
64430174,CONDO,2005,Forced air,Central,Garage - Attached,$318 monthly,$765,2,2,1,,Carpet,Forced air,Central,,,," 1,031 sqft",,,,Garage - Attached,,,,,,,,,Condo,,,wood frame,Other,,No,2005,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Refrigerator",,,,,,,,
79846110,CONDO,2007,"Other, Electric",Wall,Carport,$427 monthly,$570,1,1,1,," Tile, Carpet"," Other, Electric",Wall," Coin Operated, Community Facility",,,676 sqft,,,,Carport,,,,,,,,,Condo,,,wood frame,Flat / Low Pitch,,No,2007,,,Milpitas,,,,,,,,," Dishwasher, Garbage disposal, Range / Oven, Refrigerator",,,,,,,,
2069749098,LOT,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milpitas,,,,,,,,,,,,,,,,,
64877880,TOWNHOUSE,2005,"Forced air, Electric, Gas",Central,2 Parking spaces,$318 monthly,$627,3,2,2,," Tile, Carpet, Laminate"," Forced air, Electric, Gas",Central,,,," 1,530 sqft",,,2," Garage - Attached, ",,,,,,Stucco,,,Townhouse,,,wood frame,Tile,,No,2005,,,Milpitas,,,,,,,,," Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",,,,,,Mountain,,
300472231,SINGLE_FAMILY,1970,Wall,None,Carport,,"$3,405",3,2,2,,Carpet,Wall,None,Inside,,," 1,700 sqft",,,,Carport,,,,,,,,,SingleFamily,,,,Composition,,No,1970,,,Milpitas,,,,,,,,,,,,,,,,,
19534319,SINGLE_FAMILY,1978,"Forced air, Gas",None,1 Parking space,$365 monthly,$932,2,2,1,," Carpet, Hardwood"," Forced air, Gas",None,,,," 1,126 sqft",,,1," Garage - Detached, Off-street, ",,,,,,Other,,,SingleFamily,,,wood frame,Composition,,No,1978,,,Mountain View,,,,,,,,," Dryer, Washer",,,,,,,,
2068389835,TOWNHOUSE,2019,Forced air,Central,No Data,$496 monthly,"$1,110",3,3,3,,,Forced air,Central,Inside,,," 1,653 sqft",,,,,,,,,,,,,Townhouse,,,,Composition,,No,2019,,,Mountain View,,,,,,,,,,,,,,,,,
19512786,CONDO,1973,"Baseboard, Heat pump, Electric, Gas",Other,Garage - Detached,$490 monthly,$731,2,2,2,," Tile, Carpet, Hardwood, Laminate"," Baseboard, Heat pump, Electric, Gas",Other," Washer / Dryer, Inside",,," 1,365 sqft",,,,Garage - Detached,,,,,,Other,,,Condo,,,wood frame,Composition,,No,1973,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",,,,,,,,
19513607,CONDO,1980,"Radiant, Electric",None,Garage - Detached,$595 monthly,$916,3,2,2,," Tile, Carpet"," Radiant, Electric",None,Washer / Dryer,,," 1,414 sqft",,,,Garage - Detached,,,,,,Other,,,Condo,,,wood frame,Tile,,No,1980,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
19512686,TOWNHOUSE,1990,Radiant,None,"Garage - Attached, On-street",$375 monthly,$732,2,3,2,," Tile, Hardwood",Radiant,None,In Garage,,," 1,759 sqft",,,," Garage - Attached, On-street",,,,,,,,,Townhouse,,,wood frame,Composition,,No,1990,,,Mountain View,,,,,,,,," Garbage disposal, Microwave, Refrigerator",,,Security Alarm,,,,,
19512277,CONDO,1974,"Electric, Gas",None,"Carport, On-street, Garage",$499 monthly,$924,2,2,1,," Tile, Carpet, Laminate"," Electric, Gas",None," Washer / Dryer, Inside, Electricity Hookup (220V)",,,968 sqft,,,," Carport, On-street, Garage",,,,,,Other,,,Condo,,,wood frame,Tile,,No,1974,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
2068407465,TOWNHOUSE,2021,"Forced air, Electric, Gas",No Data,Garage - Attached,$407 monthly,"$1,060",3,3,2,,," Forced air, Electric, Gas",,Washer / Dryer,,," 1,754 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,,Composition,,Yes,2021,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,Security Alarm,,,,,
19512918,TOWNHOUSE,1974,"Heat pump, Electric",Other,"Carport, Garage",$555 monthly,$975,2,2,1,,," Heat pump, Electric",Other," Washer / Dryer, Inside",,,972 sqft,,,," Carport, Garage",,,,,,,,,Townhouse,,,wood frame,Composition,,No,1974,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
2068408497,TOWNHOUSE,2021,"Forced air, Electric, Gas",No Data,Garage - Attached,$330 monthly,"$1,119",2,3,2,,," Forced air, Electric, Gas",,Washer / Dryer,,," 1,465 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,,Tile,,Yes,2021,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,," Fire System - Sprinkler, Security Alarm",,,,,
19517024,TOWNHOUSE,1990,"Forced air, Gas",None,Garage - Attached,$543 monthly,$940,3,3,2,," Tile, Carpet, Laminate"," Forced air, Gas",None," Washer / Dryer, Inside",,," 1,700 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,wood frame,Tile,,No,1990,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
82960320,TOWNHOUSE,2007,"Forced air, Gas",Central,Garage - Attached,$270 monthly,$895,3,4,3,,Linoleum / Vinyl," Forced air, Gas",Central,Washer / Dryer,,," 1,843 sqft",,,,Garage - Attached,,,,,,,,,Townhouse,,,wood frame,Clay,,No,2007,,,Mountain View,,,,,,,,," Dryer, Washer",,,,,,,,
2068845265,Townhouse,2021,No Data,Central,2 Parking spaces,,"$1,065",3,3,2,,,,Central,,,," 1,779 sqft",,,2," Garage - Attached, ",,,,,,Stucco,,,Townhouse,,,,Composition,,Yes,,,,Mountain View,,,,,,,,,,,,,,,," Classic Communities, Inc.",
19534342,TOWNHOUSE,1979,"Forced air, Other",None,2 Parking spaces,$558 monthly,$769,2,3,2,," Tile, Hardwood"," Forced air, Other",None," In Garage, Washer / Dryer",,," 1,648 sqft",,,2," Garage - Attached, Off-street, On-street, ",,,,,,Stucco,,,Townhouse,,,wood frame,Tile,,No,1979,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,,,,,,
19512922,SINGLE_FAMILY,1955,"Forced air, Gas",Central,"Garage - Attached, Off-street",,"$1,083",4,3,3,," Hardwood, Laminate, Linoleum / Vinyl"," Forced air, Gas",Central," Washer / Dryer, Inside",,," 1,660 sqft",,,," Garage - Attached, Off-street",,,,,,,,,SingleFamily,,,wood frame,Composition,,No,1955,,,Mountain View,,,,,,,,," Dishwasher, Dryer, Refrigerator, Washer",,,,,,,,
19530531,SINGLE_FAMILY,1963,"Forced air, Gas",Central,2 Parking spaces,,"$1,430",4,3,2,," Tile, Carpet, Hardwood"," Forced air, Gas",Central," Tub / Sink, Washer / Dryer",,," 2,433 sqft",,,2," Garage - Attached, On-street, ",,,,,," Stucco, Brick",,,SingleFamily,,,wood frame,Composition,,No,1963,,,Mountain View,,,,,,,,," Dryer, Garbage disposal, Microwave, Refrigerator, Washer",,,,,,,,
